Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,axis_known,Manufacture method,Primary Material_n,URL,Manufacture Method_n,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName
IOW-D2CFF6,POST MEDIEVAL,5,,15.5,0.67,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/224714,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-332.JPG,IOW-D2CFF6.png,,,,Crowned bust left with two pellets behind,Square shield on cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
LEIC-8FDCB2,POST MEDIEVAL,5,0.25,16.0,0.8,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/224254,8,https://finds.org.uk/images/wscott/medium/8FDCB2a.JPG,LEIC-8FDCB2.png,,,,right facing crowned bust with II behind,royal crest with thistle above,[IDGROSASINESPINA],none,,East Midlands,,,Certain,James I of England,,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-8D3B51,POST MEDIEVAL,5,,33.0,9.43,8.0,Copper alloy,1,Multiple,2,https://finds.org.uk/database/artefacts/record/id/224215,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-321.JPG,IOW-8D3B51.png,,,,King on horsback left,Round garnished shield (barely visible),CAROLVS DG MAG[],Illegible,,South East,,,Certain,Charles I of England,,Halfcrown,,English coin early Modern 1489 - 1660,
IOW-FAC3B5,POST MEDIEVAL,5,,26.0,5.81,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/223665,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-318.JPG,IOW-FAC3B5.png,,,,Draped bust right,"Four shields within which are a harp, one lion rampant, three lion passant and three fleur de lis creating a cruciform shape. The device at the centre of the cross is a lion rampant",GVLIELMVS III DEI GRA,96 MAG/BR FRA/ET HIB/REX 16,,South East,,,Certain,William III of England,London,Shilling,,Modern,
IOW-F8FC51,POST MEDIEVAL,5,,25.0,2.99,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/223636,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-317.JPG,IOW-F8FC51.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1588 above shield,ELIZABETH DG ANG FR ET HIB REGI,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,
IOW-7F1A27,POST MEDIEVAL,5,,12.5,0.41,8.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/222910,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-311.JPG,IOW-7F1A27.png,,,,Crowned bust left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA,CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,,Uncertain,,English coin early Modern 1489 - 1660,
IOW-7930C4,POST MEDIEVAL,5,,15.0,0.27,12.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/222807,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-305.JPG,IOW-7930C4.png,,,,Crown with two sceptres in saltire,Crowned harp,CARO D G MAG BRI,FRA ET HIB REX,,South East,,,Certain,Charles I of England,London,Token farthing,,English coin early Modern 1489 - 1660,
IOW-692408,POST MEDIEVAL,5,,16.8,0.75,2.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/222716,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-304.JPG,IOW-692408.png,,,,Crowned shield,Crowned thistle,IACOBVS 6 D G R SCOTORVM,REGEM IOVA PROTEGIT,,South East,,,Certain,,,Uncertain,,Non English coin,
IOW-E465A8,POST MEDIEVAL,5,,18.0,1.23,10.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/221669,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-292.JPG,IOW-E465A8.png,,,,Illegible,Square shield on long cross fourch?e dividing the inscription. Date of 1573 above shield,ELI[]ANG FR[]INA,POSVI[]IVTOR[] (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Threepence,,English coin early Modern 1489 - 1660,
LEIC-D021B8,POST MEDIEVAL,5,0.5,15.0,,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/221474,8,https://finds.org.uk/images/wscott/medium/D021B8.JPG,LEIC-D021B8.png,,,,left facing crowned bust with II behind,Royal crest with thistle above,[IACOBVSDGANGFRETHIBREX],none present,,East Midlands,,,Certain,James I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-82DDB4,POST MEDIEVAL,5,,15.0,0.49,8.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/221230,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-280.JPG,IOW-82DDB4.png,,,,Crowned bust left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-5610A6,POST MEDIEVAL,5,,14.0,0.85,12.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/220884,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-276.JPG,IOW-5610A6.png,,,,Single arched crown with two sceptres in saltire through it,Single rose surmounted by a single arched crown,CAROLVS D G MA BRI,FRAN ET HI REX,,South East,,,Certain,Charles I of England,London,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,
IOW-52F497,POST MEDIEVAL,5,,16.5,1.03,10.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220806,8,https://finds.org.uk/images/fbasford/medium/IOW2008-2-129.JPG,IOW-52F497.png,,,,Rose with crown above,Thistle with crown above,I D G ROSA SINE SPINA (a rose without thorns),"TVAETVR VNITA DEVS (May God guard these united, i.e. kingdoms)",,South East,,,Certain,James I of England,,,,English coin early Modern 1489 - 1660,
IOW-4171C2,POST MEDIEVAL,5,,25.5,2.86,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220682,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-271.JPG,IOW-4171C2.png,,,,Crowned bust facing within a tressure of nine arches. Outer arch of crown jewelled,Long cross dividing the inscription with three pellets in each quadrant,HENRIC DI GRA REX AGL Z FR,Outer: POSVI/DEVM A/DIVTO/E MEV (I have made God my Helper)Inner: CIVI/TAS/LON/DON,,South East,,,Certain,Henry VII of England,London,Groat (silver),,English coin Late Medieval 1377 - 1489,
LEIC-3D7737,POST MEDIEVAL,5,0.25,14.0,,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220562,8,https://finds.org.uk/images/wscott/medium/3D7737.JPG,LEIC-3D7737.png,,,,right facing crowned bust,"Royal crest showing lion of scotland and irish harp, Thistle? above",IDGROSASINESPINA,not present,,East Midlands,,,Certain,James I of England,,Penny,,English coin early Modern 1489 - 1660,
LEIC-3B2692,POST MEDIEVAL,5,0.5,19.0,,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220524,8,https://finds.org.uk/images/wscott/medium/3B2692 .JPG,LEIC-3B2692.png,,,,very worn nothing visible,Royal crest with 1570 above,not visible,not visible,,East Midlands,,,Certain,Elizabeth I of England,London,Threepence,,English coin early Modern 1489 - 1660,
IOW-DAB347,POST MEDIEVAL,5,,25.0,2.53,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220234,8,https://finds.org.uk/images/fbasford/medium/IOW2008-2-127.JPG,IOW-DAB347.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 156? above shield,EIZABETH D G[],POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,
IOW-C68123,POST MEDIEVAL,5,,,1.31,8.0,Gold,1,Struck or hammered,3,https://finds.org.uk/database/artefacts/record/id/220114,3,https://finds.org.uk/images/fbasford/medium/IOW2008-1-257.JPG,IOW-C68123.png,19.1,,11.4,Rose crowned,Royal shield crowned,]E SPINA,]AGLIE Z FR[,,South East,,,Certain,Henry VIII of England,London,Uncertain,,English coin early Modern 1489 - 1660,
IOW-C42331,POST MEDIEVAL,5,,16.0,0.98,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220110,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-255.JPG,IOW-C42331.png,,,,Rose with crown above,Thistle with crown above,I D G ROS SINE SPINA (A rose without thorns),"TVAETVR.VNITA.DEVS (May God guard these united, i.e. kingdoms)",,South East,,,Certain,James I of England,,,,English coin early Modern 1489 - 1660,
IOW-C3B4C1,POST MEDIEVAL,5,,25.0,2.83,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/220109,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-256.JPG,IOW-C3B4C1.png,,,,Crowned bust left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1586 above shield,ELIZABETH D G ANG FR AT HIB REGI,POSVI DEVM ADIVTOREM MEVM (I have made God my Helper),,South East,,,Certain,,,Uncertain,,,
IOW-59FC82,POST MEDIEVAL,5,,14.0,0.38,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219709,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-251.JPG,IOW-59FC82.png,,,,Shield of St George within wreath formed by a palm and laurel branch,Conjoined shields of St George and Ireland with mark of value above,,,,South East,,,Certain,Commonwealth of England,London,Penny,,English coin early Modern 1489 - 1660,
IOW-58F240,POST MEDIEVAL,5,,24.0,2.64,1.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219698,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-249.JPG,IOW-58F240.png,,,,Crowned portrait of Henry VIII right,Long cross fourch?e over royal shield,HENRIC VIII D G R AGL Z FRANC,POSVI/DEV A/DIVTOR/E MEV,,South East,,,Certain,Henry VIII of England,London,Groat (silver),,English coin early Modern 1489 - 1660,
IOW-305CF3,POST MEDIEVAL,5,,11.9,0.28,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219315,8,https://finds.org.uk/images/fbasford/medium/IOW2008-2-112.JPG,IOW-305CF3.png,,,,"Doge, as standard bearer of Venice, kneeling left, receiving the banner of St. Mark from the patron-saint standing right","Standing figure of Christ with halo, holding a cross",LE LAV. DVX S. M. V.,LAVS TIBI SOLI (Thee Alone be Praised),,,,,,Leonardo Loredan,Venice,Soldino,,,
IOW-2CB923,POST MEDIEVAL,5,,24.0,1.31,-1.0,Base Silver,0,Struck or hammered,0,https://finds.org.uk/database/artefacts/record/id/219220,0,https://finds.org.uk/images/fbasford/medium/IOW2008-1-247.JPG,IOW-2CB923.png,,,,"Shield with three lis, surmounted by large crown, shield bracketed by the letter 'H'",Cross fourch?e with alternating crown and lis in each quadrant,(cross potent) HENRICVS.III[I.D.G.FRANC.ET.NAV.RE]X,[SIT.NOMEN.DOMI]NI.BENEDICT]VM.159?,,,,,,Henri IV of France,,Uncertain,,Non English coin,
IOW-2C6C12,POST MEDIEVAL,5,,14.0,0.31,7.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219208,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-246.JPG,IOW-2C6C12.png,,,,Crowned bust left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,
IOW-1F4E34,POST MEDIEVAL,5,,16.0,0.86,5.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219136,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-241.JPG,IOW-1F4E34.png,,,,Shield of St George within wreath formed by a palm and laurel branch,Conjoined shields of St George and Ireland with mark of value above. II (value mark),,,,South East,,,Certain,Commonwealth of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-1F0746,POST MEDIEVAL,5,,16.5,0.92,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/219134,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-240.JPG,IOW-1F0746.png,,,,Rose with crown above,Thistle with crown above,I D G ROSA SINE SPINA (A rose without thorns),".TVAETVR.VNITA.DEVS. (May God guard these united, i.e. kingdoms)",,South East,,,Certain,James I of England,,,,English coin early Modern 1489 - 1660,
LEIC-AC52F7,POST MEDIEVAL,5,0.5,20.5,1.26,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/218431,8,https://finds.org.uk/images/wscott/medium/AC52F7.JPG,LEIC-AC52F7.png,,,,right facing crowned bust,royal crest quartered by long cross flanked by initials TW,HENRICVIIIDGRAGL[...]RA',CIVITASEBORACI,,East Midlands,,,Certain,Henry VIII of England,York,Halfgroat (silver),,English coin early Modern 1489 - 1660,
LEIC-9A95B3,POST MEDIEVAL,5,0.5,15.0,0.52,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/218369,8,https://finds.org.uk/images/wscott/medium/9A95B3.JPG,LEIC-9A95B3.png,,,,left facing crowned bust,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,,Penny,,English coin early Modern 1489 - 1660,
LEIC-9A6E10,POST MEDIEVAL,5,0.5,17.0,1.01,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/218366,8,https://finds.org.uk/images/wscott/medium/9A6E10.JPG,LEIC-9A6E10.png,,,,left facing crowned bust,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-570557,POST MEDIEVAL,5,,16.0,0.78,4.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/218027,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-224.JPG,IOW-570557.png,,,,Crowned bust facing left with two pellets (mark of value) behind the head,Square shield on cross fourch?e,E D G ROSA SINE SPINA,CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-198CC5,POST MEDIEVAL,5,,24.0,3.91,12.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/217780,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-220.JPG,IOW-198CC5.png,,,,Bust of Philip IV facing right,"Crowned arms with '16' to right, mint mark to left",x PHILI[PPVS x IIII x] D x G (saltire stops),[HISPA]NIARVM RE[X] 166[?],,South East,,,Certain,,,Uncertain,,Non English coin,
IOW-078463,POST MEDIEVAL,5,,13.0,0.5,12.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/217724,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-218.JPG,IOW-078463.png,,,,Single arched crown with two sceptres through it,Single rose surmounted by a single arched crown,CAROL[] D G MAG BR,FRA[]REX,,South East,,,Certain,Charles I of England,London,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,
IOW-058D75,POST MEDIEVAL,5,,14.0,0.64,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217700,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-215.JPG,IOW-058D75.png,,,,King enthroned holding orb and sceptre,Royal shield over long cross which divides the legend. C D beside shield,h []ROSA[]IA,CIVI/TAS/DV[]/RAM,,South East,,,Certain,Henry VIII of England,Durham,Penny,,English coin early Modern 1489 - 1660,
IOW-04AC15,POST MEDIEVAL,5,,15.0,1.07,7.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217692,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-214.JPG,IOW-04AC15.png,,,,Crowned bust left with II (mark of value) behind head,Oval garnished shield,CAROLVS D G M B F ET H REX,IVSTITIA THRONVM FIRMAT,,South East,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-03B076,POST MEDIEVAL,5,,16.0,0.84,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217683,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-212.JPG,IOW-03B076.png,,,,Crowned bust left with II (mark of value) behind head,Oval garnished shield,CAROLVS D G M B F ET H REX,IVSTITIA THRONVM FIRMAT,,South East,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-031402,POST MEDIEVAL,5,,12.0,0.47,4.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217677,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-211.JPG,IOW-031402.png,,,,Shield of St George within wreath formed by a palm and laurel branch,Conjoined shields of St George and Ireland with mark of value above,,I (value mark),,South East,,,Certain,Charles II of England,London,Penny,,English coin early Modern 1489 - 1660,
LEIC-6E3578,POST MEDIEVAL,5,0.25,13.0,0.37,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217057,8,https://finds.org.uk/images/wscott/medium/6E3578.JPG,LEIC-6E3578.png,,,,very worn crowned bust,Royal crest in oval border,[CAROLVSDGREX][..],[IVSTITIATHRONVMFIRMAT],,Eastern,,,Certain,Charles I of England,,Penny,,English coin early Modern 1489 - 1660,
LEIC-6DBF28,POST MEDIEVAL,5,0.75,21.0,1.38,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217043,8,https://finds.org.uk/images/wscott/medium/6DBF28.JPG,LEIC-6DBF28.png,,,,right facing crowned bust,royal crest with  keys below,HENRICVIIDIGRAREXALZ,POSIDEVADIVTOREMEV,,East Midlands,,,Certain,,York,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-DD1ED1,POST MEDIEVAL,5,,13.0,0.89,12.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/216391,2,https://finds.org.uk/images/fbasford/medium/IOW2008-1-195.JPG,IOW-DD1ED1.png,,,,Single arched crown with two sceptres in saltire through it,Single rose surmounted by single arched crown,CAROLVS D G M[],Illegible,,South East,,,Certain,Charles I of England,London,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,
IOW-CA0E18,POST MEDIEVAL,5,,23.0,2.29,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/216224,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-189.JPG,IOW-CA0E18.png,,,,Crowned bust left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1562 above shield,ELIZABETH DG ANG[]ET HI REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,
IOW-C98286,POST MEDIEVAL,5,,16.0,0.71,11.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/216210,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-188.JPG,IOW-C98286.png,,,,Crowned bust facing left with II (mark of value) behind the head,Oval garnished shield,CAROLVS DGM B F ET H[],[IVSTIT]IA THRONVM FIRMAT (Justice strengthens the throne),,South East,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
IOW-4D6C32,POST MEDIEVAL,5,,30.0,5.59,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/215392,8,https://finds.org.uk/images/fbasford/medium/IOW2008-2-91.JPG,IOW-4D6C32.png,,,,Crowned shield,Crowned thistle,IACOBVS 6 D G SCOTORVM,REGEM IOVA PROTEGIT,,South East,,,Certain,,,Uncertain,,Non English coin,
LEIC-48C4C8,POST MEDIEVAL,5,0.25,14.0,0.36,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/215262,8,https://finds.org.uk/images/wscott/medium/48C4C8.JPG,LEIC-48C4C8.png,,,,Rose,"Thistle, crowned?",[IDG]ROSASINESPINA,[THEATVR]UNITADEVS,,,,,,James I of England,London,Penny,,English coin early Modern 1489 - 1660,
LEIC-486C25,POST MEDIEVAL,5,0.25,14.0,0.45,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/215254,8,https://finds.org.uk/images/wscott/medium/486C25.JPG,LEIC-486C25.png,,,,Left facing bust (obscured),Royal crest quartered by long cross,[EDGROSASINESPINA],[CIVITASLONDON],,East Midlands,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,
LEIC-47F752,POST MEDIEVAL,5,0.5,16.0,0.76,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/215252,8,https://finds.org.uk/images/wscott/medium/47F752 .JPG,LEIC-47F752.png,,,,left facing bearded bust with II behind,Royal crest,CAROLVSDGMBFETHREX,IVSTITIATHRONVMFIRMAT,,East Midlands,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,
