Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
IOW-CF1C82,POST MEDIEVAL,3,0.565,24.8,2.38,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242081,https://finds.org.uk/images/fbasford/medium/IOW2008-1-633.JPG,Fotos_monedas\IOW-CF1C82.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1571 above shield,ELIZABETH D G ANG FR ET HI REGINA,(castle) POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-8E1355,POST MEDIEVAL,3,1.5,26.0,6.47,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241476,https://finds.org.uk/images/wscott/medium/8E1355 .JPG,Fotos_monedas\LEIC-8E1355.png,,,,left facing laureate bust (very worn),Britannia seated left (very worn),,,,East Midlands,,,Certain,George II of Great Britain,,Halfpenny (copper alloy),,Modern,,2,4,0
LEIC-8DF1D8,POST MEDIEVAL,3,0.25,9.3,0.2,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241468,https://finds.org.uk/images/wscott/medium/8DF1D8.JPG,Fotos_monedas\LEIC-8DF1D8.png,,,,TUDOR ROSE IN BORDER,TUDOR ROSE IN BORDER,,,,East Midlands,,,Certain,Charles I of England,,Halfpenny (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-8BF895,POST MEDIEVAL,3,1.0,26.0,2.57,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241450,https://finds.org.uk/images/wscott/medium/8BF895.JPG,Fotos_monedas\LEIC-8BF895.png,,,,right facing crowned bust,Royal crest quartered by long cross,HENRICVIIDIGRAREXAGLZF,POSVIDEVADIVTOREM,,East Midlands,,,Certain,,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-7DFAE8,POST MEDIEVAL,3,0.565,13.0,0.41,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241423,https://finds.org.uk/images/fbasford/medium/IOW2008-1-609.JPG,Fotos_monedas\IOW-7DFAE8.png,,,,Crowned bust facing left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
IOW-7D9CF4,POST MEDIEVAL,3,0.565,21.7,1.99,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241413,https://finds.org.uk/images/fbasford/medium/IOW2008-1-602.JPG,Fotos_monedas\IOW-7D9CF4.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1569 above shield,[]ETH D G ANG[],POSVI/DEV[],,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-793F21,POST MEDIEVAL,3,0.5,17.0,0.94,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241321,https://finds.org.uk/images/wscott/medium/793F21.JPG,Fotos_monedas\LEIC-793F21.png,,,,crest with St Georges cross in wreathed border,Two crests showing St Georges cross and Irish harp with II above,none,none,,East Midlands,,,Certain,Commonwealth of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-4DF003,POST MEDIEVAL,3,0.565,29.3,4.58,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241143,https://finds.org.uk/images/fbasford/medium/IOW2008-1-591.JPG,Fotos_monedas\IOW-4DF003.png,,,,XX with crown above; rose between each X and one at each side,Globe with raised lines representing latitude and longitude,IOANNES V DG P ET BRASIL REX (John V by the grace of God king of Portugal and Brazil),PECUNIA TOTUM CIRCUM ORBEM (Money for the whole world),,South East,,,Certain,,,Uncertain,,Non English coin,,2,4,1
LEIC-241894,POST MEDIEVAL,3,0.5,17.0,0.4,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241033,https://finds.org.uk/images/wscott/medium/241894 .JPG,Fotos_monedas\LEIC-241894.png,,,,left facing crowned bust with  two dots behind,royal crest quarted by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-22CE25,POST MEDIEVAL,3,0.25,16.0,0.69,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/241020,https://finds.org.uk/images/wscott/medium/22CE25.JPG,Fotos_monedas\LEIC-22CE25.png,,,,left facing crowned bust,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,,Penny,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-FA6223,POST MEDIEVAL,3,0.5,13.0,0.53,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240715,https://finds.org.uk/images/wscott/medium/FA6223.JPG,Fotos_monedas\LEIC-FA6223.png,,,,left facing crowned bust,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-F9C4F7,POST MEDIEVAL,3,0.5,16.0,0.53,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240704,https://finds.org.uk/images/wscott/medium/F9C4F7.JPG,Fotos_monedas\LEIC-F9C4F7.png,,,,left facing crowned bust with II behind,Circular  Royal crest,[CAR]OLVSD[GANG]ETH[REX],IVSTITIATHRONVM[FIRMAT],,East Midlands,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-BE1351,POST MEDIEVAL,3,0.565,28.0,12.83,6.0,Copper alloy,,https://finds.org.uk/database/artefacts/record/id/240445,https://finds.org.uk/images/fbasford/medium/IOW2008-2-275.JPG,Fotos_monedas\IOW-BE1351.png,,,,King's bust facing left (mintmark illegible),"Fascine (bundle of faggots) within wreath, 12 to left, D to right",[]ROI DES FRANCOIS,Illegible or missing,,South East,,,Certain,,,Uncertain,,Non English coin,,2,6,1
LEIC-7EDCC4,POST MEDIEVAL,3,1.0,19.0,3.66,-1.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240320,https://finds.org.uk/images/wscott/medium/7EDCC4.JPG,Fotos_monedas\LEIC-7EDCC4.png,,,,right facing laureate bust,five crests arranged in cross formation,CAROLVSIIDEIGRATIA,BRI[T   ET]HIB[REX],,,,,,Charles II of England,London,Half guinea (gold),,Modern,,3,4,0
LEIC-7C8FD6,POST MEDIEVAL,3,0.75,13.0,0.44,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240261,https://finds.org.uk/images/wscott/medium/7C8FD6.JPG,Fotos_monedas\LEIC-7C8FD6.png,,,,crown and crossed sceptres,crowned tudor rose,not visible,not visible,,East Midlands,,,Certain,Charles I of England,,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,,2,4,0
LEIC-6A7B87,POST MEDIEVAL,3,0.5,17.0,0.99,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240174,https://finds.org.uk/images/wscott/medium/6A7B87.JPG,Fotos_monedas\LEIC-6A7B87.png,,,,left facing bust with two pellets behind.,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-6A35A5,POST MEDIEVAL,3,0.25,18.5,1.03,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240160,https://finds.org.uk/images/wscott/medium/6A35A5 .JPG,Fotos_monedas\LEIC-6A35A5.png,,,,left facing bust (extremely worn),royal crest  with date above 157?,[ELIZABETH[..]ANG[L,POSVI[DEVADIVTOREMMEVM],,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-BFBF32,POST MEDIEVAL,3,0.25,23.0,1.48,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/239342,https://finds.org.uk/images/wscott/medium/BFBF32.JPG,Fotos_monedas\LEIC-BFBF32.png,,,,left facing crowned bust,Royal crest quartered by long cross,PHILIPETMARIADGREXETREGINA,POSVIMVSDEVMADIVTONOS,,East Midlands,,,Certain,Philip of Spain and Mary Tudor,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,1
LEIC-670522,POST MEDIEVAL,3,0.5,18.0,1.37,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238839,https://finds.org.uk/images/wscott/medium/670522.JPG,Fotos_monedas\LEIC-670522.png,,,,left facing crowned bust with rose behind,royal crest quartered by long cross with date above 1581,ELIZABETHDGANGFRETHIREGINA,POSVIDEVMADIVTOREMMEVM,,,,,,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-66E0F3,POST MEDIEVAL,3,1.0,19.0,0.93,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238838,https://finds.org.uk/images/wscott/medium/66E0F3.JPG,Fotos_monedas\LEIC-66E0F3.png,,,,Facing crowned bust,Royal crest quartered by long cross,HENRIC8DGANGFRAETHIBREX,CIVITASBRISTOLIE,,,,,,Henry VIII of England,Bristol,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-5AFA22,POST MEDIEVAL,3,0.565,15.5,0.55,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238818,https://finds.org.uk/images/fbasford/medium/IOW2008-1-548.JPG,Fotos_monedas\IOW-5AFA22.png,,,,Rose,Thistle,I D G ROSA SINE SPINA,".TVAETVR.VNITA.DEVS. (May God guard these united, i.e. kingdoms)",,South East,,,Certain,James I of England,,,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-3D1C81,POST MEDIEVAL,3,1.0,16.0,1.17,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238577,https://finds.org.uk/images/wscott/medium/3D1C81 .JPG,Fotos_monedas\LEIC-3D1C81.png,,,,worn away,royal crest with date above [15]6 7or9?,not visible,not visible,,East Midlands,,,Certain,Elizabeth I of England,London,Threepence,,English coin early Modern 1489 - 1660,,8,4,0
IOW-2FAB78,POST MEDIEVAL,3,0.565,12.0,0.29,5.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238571,https://finds.org.uk/images/fbasford/medium/IOW2008-2-247.JPG,Fotos_monedas\IOW-2FAB78.png,,,,"Doge, as standard bearer of Venice, kneeling left, receiving the banner of St. Mark from the patron-saint standing right","Standing figure of Christ with halo, holding a cross",LE LAV. DVX S. M. V,LAVS TIBI SOLI (Thee Alone be Praised),,,,,,Leonardo Loredan,Venice,Soldino,,,,8,4,1
IOW-15F322,POST MEDIEVAL,3,0.565,14.5,0.69,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238355,https://finds.org.uk/images/fbasford/medium/IOW2008-1-538.JPG,Fotos_monedas\IOW-15F322.png,,,,FRI/SIA/1623 (in three lines),Bundle of seven arrows,,1 s,,South East,,,Certain,,,Stuiver,,Non English coin,,8,4,1
IOW-ECC5B6,POST MEDIEVAL,3,0.565,16.0,0.98,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238283,https://finds.org.uk/images/fbasford/medium/IOW2008-1-535.JPG,Fotos_monedas\IOW-ECC5B6.png,,,,Crowned bust left with two pellets behind,Square shield on cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),[CIVI]/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-DB2BF6,POST MEDIEVAL,3,0.565,9.5,0.32,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238277,https://finds.org.uk/images/fbasford/medium/IOW2008-1-534.JPG,Fotos_monedas\IOW-DB2BF6.png,,,,Rose,Rose,,,,South East,,,Certain,Charles I of England,London,Halfpenny (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-C5D168,POST MEDIEVAL,3,0.5,14.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238149,https://finds.org.uk/images/wscott/medium/C5D168.JPG,Fotos_monedas\LEIC-C5D168.png,,,,left facing crowned bust,royal crest quartered,CAROLVSIIDGMBF&HREX,CHRISTOAVSPICEREGNO,,West Midlands,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-C0DB82,POST MEDIEVAL,3,0.5,16.0,0.75,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238045,https://finds.org.uk/images/wscott/medium/C0DB82 .JPG,Fotos_monedas\LEIC-C0DB82.png,,,,left facing crowned bust with two pellets behind,royal crest quartered by long cross,EDGROS[ASINES]PINA,CIVITASLONDON,,West Midlands,,,Certain,Elizabeth I of England,,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-C04257,POST MEDIEVAL,3,0.565,17.0,0.68,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238006,https://finds.org.uk/images/wscott/medium/C04257.JPG,Fotos_monedas\LEIC-C04257.png,,,,,,,,,West Midlands,,,Certain,,,Uncertain,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-C00491,POST MEDIEVAL,3,1.0,30.0,5.74,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237998,https://finds.org.uk/images/wscott/medium/C00491 .JPG,Fotos_monedas\LEIC-C00491.png,,,,left facing crowned bust,royal crest quartered by long cross,ELIZABETH DG ANG FRA ET HIB REGINA,POSVI DEVM ADIVTOREM MEVM,,West Midlands,,,Certain,Elizabeth I of England,London,Shilling,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-BF3F33,POST MEDIEVAL,3,0.5,17.0,1.01,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237980,https://finds.org.uk/images/wscott/medium/BF3F33.JPG,Fotos_monedas\LEIC-BF3F33.png,,,,left facing bust with two pellets behind,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,West Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-BDDE62,POST MEDIEVAL,3,0.5,14.0,0.55,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237965,https://finds.org.uk/images/wscott/medium/BDDE62.JPG,Fotos_monedas\LEIC-BDDE62.png,,,,,,,,,West Midlands,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-ABEC25,POST MEDIEVAL,3,0.565,22.0,1.26,8.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237806,https://finds.org.uk/images/fbasford/medium/IOW2008-1-524.JPG,Fotos_monedas\IOW-ABEC25.png,,,,Crowned bust facing left,Long cross fourch?e over royal shield,M[ARIA D G AN]G FRA [Z H]IB REGINA,"VERITA[S TEMPOR]IS FIL[IA] (Truth, the daughter of Time)",,South East,,,Certain,Mary I of England,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-1DD233,POST MEDIEVAL,3,0.565,19.5,1.08,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237167,https://finds.org.uk/images/fbasford/medium/IOW2008-1-510.JPG,Fotos_monedas\IOW-1DD233.png,,,,Crowned bust left,Square shield on long cross fourch?e dividing the inscription,ELIZABETH D G ANG FR[]REGINA,[POSVI DEVM ADIVTOREM MEVM] (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-17C291,POST MEDIEVAL,3,0.565,21.5,4.25,6.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/237004,https://finds.org.uk/images/fbasford/medium/IOW2008-1-502.JPG,Fotos_monedas\IOW-17C291.png,,,,Busts of William and Mary right,Britannia,GVLIELMVS ET MARIA,BRITANNIA (1694 in exergue),,South East,,,Certain,William III and Mary II,London,Farthing (Copper alloy),,Modern,,2,4,1
LEIC-175A85,POST MEDIEVAL,3,2.0,33.0,15.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236995,https://finds.org.uk/images/wscott/medium/175A85 .JPG,Fotos_monedas\LEIC-175A85.png,,,,"king on horseback , left",royal crest in oval border,CAROLVSMAGBRIFRAETHIBREX,CHRISTOAVSPICEREGNO,,East Midlands,,,Certain,Charles I of England,London,Shilling,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-173381,POST MEDIEVAL,3,0.5,18.0,1.09,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236987,https://finds.org.uk/images/wscott/medium/173381.JPG,Fotos_monedas\LEIC-173381.png,,,,left facing crowned bust with two dots behind,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-1726C4,POST MEDIEVAL,3,0.5,17.0,0.95,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236986,https://finds.org.uk/images/wscott/medium/1726C4 .JPG,Fotos_monedas\LEIC-1726C4.png,,,,left facing crowned bust with two dots behind,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-170D24,POST MEDIEVAL,3,0.5,17.0,0.69,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236983,https://finds.org.uk/images/wscott/medium/170D24 .JPG,Fotos_monedas\LEIC-170D24.png,,,,left facing crowned bust with two dots behind,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-16F947,POST MEDIEVAL,3,0.565,16.0,0.73,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236982,https://finds.org.uk/images/fbasford/medium/IOW2008-1-500.JPG,Fotos_monedas\IOW-16F947.png,,,,ZEL/LAN/DIA (in three lines),Lion upon waves,ZEL/LAN/DIA (in three lines),2 [S],,South East,,,Certain,,,Uncertain,,Non English coin,,8,4,1
LEIC-16D835,POST MEDIEVAL,3,1.0,19.0,0.93,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236976,https://finds.org.uk/images/wscott/medium/16D835.JPG,Fotos_monedas\LEIC-16D835.png,,,,facing crowned bust,royal crest quartered by long cross,[HEN]RIC[8?]DGAGFRET[HIBREX],[CIVITAS]LONDON,,East Midlands,,,Certain,Henry VIII of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-082DE8,POST MEDIEVAL,3,0.565,27.0,8.01,6.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236923,https://finds.org.uk/images/fbasford/medium/IOW2008-1-497.JPG,Fotos_monedas\IOW-082DE8.png,,,,Bust right,Britannia,GVLIELMVS [],BRITAN/NIA,,South East,,,Certain,William III of England,London,Halfpenny (copper alloy),,Modern,,2,4,1
FAJN-0412F5,POST MEDIEVAL,3,0.565,19.0,0.98,11.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236806,https://finds.org.uk/images/jnaylor/medium/FAJN-0412F5_post-medieval_coin.jpg,Fotos_monedas\FAJN-0412F5.jpg,27.0,,4.0,Only a small fragment of the inscription remains.,Only the initial mark and a small fragment of the inscription remains.,[CAROLVS D G MAG BRI FR E]T HIB' RE[X],[CHRISTO AVSPICE REG]NO,,South East,,,Certain,Charles I of England,London (Tower under Parliament),Six shillings,,English coin early Modern 1489 - 1660,,8,4,1
FAJN-0401E6,POST MEDIEVAL,3,0.565,26.0,5.38,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236803,https://finds.org.uk/images/jnaylor/medium/FAJN-0401E6_James_II_coin.jpg,Fotos_monedas\FAJN-0401E6.jpg,,,,Laur. bust left,"crown over sceptres, XII above, J R either side, Dec below",IACOBVS.II.DEI GRATIA,MAG BR FRA ET HIB REX 1689,,South East,,,Certain,,,Shilling,,,,2,4,1
FAJN-03E504,POST MEDIEVAL,3,0.565,12.5,0.29,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236799,https://finds.org.uk/images/jnaylor/medium/FAJN-03E504_venetian_soldino.jpg,Fotos_monedas\FAJN-03E504.jpg,,,,"St Markand kneeling doge, facing each other.",Christ standing.,LE L[ ]DVX SMV,L[ ]TIBI SOLI,,South East,,,Certain,Leonardo Loredan,,,,,,8,4,0
